14/12/2016 20:39:59;1;avion.pbm
14/12/2016 20:40:19;1;avion.pbm
14/12/2016 20:41:35;1;avion.pbm
14/12/2016 20:42:02;1;avion.pbm
14/12/2016 20:42:07;3;avion.pbm
14/12/2016 20:43:33;2; 
14/12/2016 20:43:45;3;avion.pbm
14/12/2016 20:43:47;3;avion.pbm
14/12/2016 20:43:47;3;avion.pbm
14/12/2016 20:43:48;1;avion.pbm
14/12/2016 20:45:16;3;avion.pbm
14/12/2016 20:46:57;1;avion.pbm
14/12/2016 20:47:22;3;avion.pbm
14/12/2016 20:47:30;3;avion.pbm
14/12/2016 20:47:31;1;avion.pbm
14/12/2016 20:47:33;1;avion.pbm
14/12/2016 20:49:06;3;avion.pbm
14/12/2016 20:49:15;2; 
14/12/2016 20:49:17;2; 
14/12/2016 20:50:38;1;avion.pbm
14/12/2016 20:50:46;2; 
14/12/2016 20:57:57;3;avion.pbm
14/12/2016 20:58:34;2; 
14/12/2016 20:58:36;1;avion.pbm
14/12/2016 21:01:24;3;avion.pbm
14/12/2016 21:17:29;1;avion.pbm
14/12/2016 21:18:56;3;avion.pbm
14/12/2016 21:20:54;3;avion.pbm
14/12/2016 21:23:27;1;avion.pbm
14/12/2016 21:30:28;3;avion.pbm
14/12/2016 21:30:37;3;avion.pbm
14/12/2016 21:31:12;3;avion.pbm
14/12/2016 21:35:01;3;avion.pbm
14/12/2016 21:35:42;2; 
14/12/2016 21:37:48;3;avion.pbm
14/12/2016 21:45:42;2; 
14/12/2016 21:45:43;1;avion.pbm
14/12/2016 21:45:53;2; 
14/12/2016 21:45:54;3;avion.pbm
14/12/2016 21:45:55;1;avion.pbm
14/12/2016 22:32:34;2; 
14/12/2016 22:32:36;3;avion.pbm
14/12/2016 22:32:36;3;avion.pbm
14/12/2016 22:32:37;1;avion.pbm
14/12/2016 22:32:41;2; 
14/12/2016 22:32:42;1;avion.pbm
14/12/2016 22:32:48;2;horloge.pbm
14/12/2016 22:32:50;2;horloge.pbm
14/12/2016 22:32:50;2;horloge.pbm
14/12/2016 22:32:51;2;horloge.pbm
14/12/2016 22:32:52;3;avion.pbm
14/12/2016 22:32:52;3;avion.pbm
14/12/2016 22:32:53;2;horloge.pbm
14/12/2016 22:32:54;1;avion.pbm
14/12/2016 23:07:18;3;avion.pbm
14/12/2016 23:07:18;3;avion.pbm
14/12/2016 23:07:19;2;horloge.pbm
14/12/2016 23:07:19;2;horloge.pbm
14/12/2016 23:07:21;3;avion.pbm
14/12/2016 23:07:22;3;avion.pbm
14/12/2016 23:07:22;3;avion.pbm
14/12/2016 23:07:23;3;avion.pbm
14/12/2016 23:07:23;3;avion.pbm
14/12/2016 23:07:24;2;horloge.pbm
14/12/2016 23:07:24;2;horloge.pbm
14/12/2016 23:11:08;2;horloge.pbm
14/12/2016 23:11:12;3;avion.pbm
14/12/2016 23:12:54;3;avion.pbm
14/12/2016 23:12:55;2;horloge.pbm
14/12/2016 23:12:56;3;avion.pbm
14/12/2016 23:12:56;3;avion.pbm
14/12/2016 23:12:57;3;avion.pbm
14/12/2016 23:12:57;3;avion.pbm
14/12/2016 23:12:58;3;avion.pbm
14/12/2016 23:12:58;3;avion.pbm
